#번호,설치목적구분,카메라대수,카메라화소수,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
357,생활방범,3,,,,02-2094-0284,37.6019516,127.0851135,2020-05-06
358,생활방범,1,,,,02-2094-0284,37.59827423,127.0809097,2020-05-06
359,생활방범,2,,,,02-2094-0284,37.60346985,127.0817795,2020-05-06
360,생활방범,1,,,,02-2094-0284,37.59960556,127.0850983,2020-05-06
361,생활방범,2,,,,02-2094-0284,37.59972382,127.082901,2020-05-06
362,생활방범,4,,,,02-2094-0284,37.60568237,127.0819016,2020-05-06
363,생활방범,2,,,,02-2094-0284,37.60292435,127.0847015,2020-05-06
364,생활방범,2,,,,02-2094-0284,37.60297394,127.0841751,2020-05-06
365,생활방범,3,,,,02-2094-0284,37.60070038,127.0819244,2020-05-06
366,생활방범,3,,,,02-2094-0284,37.60287094,127.0810547,2020-05-06
367,생활방범,2,,,,02-2094-0284,37.60045242,127.0845947,2020-05-06
368,생활방범,3,,,,02-2094-0284,37.5995903,127.0805511,2020-05-06
369,생활방범,3,,,,02-2094-0284,37.60407257,127.0824585,2020-05-06
370,생활방범,1,,,,02-2094-0284,37.59770203,127.0747986,2020-05-06
371,생활방범,3,,,,02-2094-0284,37.5963009,127.0738948,2020-05-06
372,생활방범,3,,,,02-2094-0284,37.59506989,127.071022,2020-05-06
373,생활방범,3,,,,02-2094-0284,37.60438156,127.0781479,2020-05-06
374,생활방범,1,,,,02-2094-0284,37.60044479,127.0752716,2020-05-06
375,생활방범,1,,,,02-2094-0284,37.60444168,127.0747409,2020-05-06
376,생활방범,4,,,,02-2094-0284,37.60310083,127.0757466,2020-05-06
377,생활방범,2,,,,02-2094-0284,37.59854889,127.0785904,2020-05-06
378,생활방범,1,,,,02-2094-0284,37.59540558,127.0733719,2020-05-06
379,생활방범,2,,,,02-2094-0284,37.60258678,127.0783315,2020-05-06
380,생활방범,1,,,,02-2094-0284,37.59662247,127.0801086,2020-05-06
381,생활방범,1,,,,02-2094-0284,37.59616089,127.0782928,2020-05-06
382,생활방범,2,,,,02-2094-0284,37.59850693,127.0733795,2020-05-06
383,생활방범,4,,,,02-2094-0284,37.60017395,127.0763092,2020-05-06
384,생활방범,1,,,,02-2094-0284,37.59585571,127.075264,2020-05-06
385,생활방범,4,,,,02-2094-0284,37.59781647,127.0740128,2020-05-06
386,생활방범,5,,,,02-2094-0284,37.59656525,127.0727692,2020-05-06
387,생활방범,1,,,,02-2094-0284,37.59947491,127.0747299,2020-05-06
388,생활방범,1,,,,02-2094-0284,37.60404587,127.0764771,2020-05-06
389,생활방범,3,,,,02-2094-0284,37.60094452,127.0769501,2020-05-06
390,생활방범,3,,,,02-2094-0284,37.60110092,127.0911179,2020-05-06
391,생활방범,2,,,,02-2094-0284,37.59999084,127.0871048,2020-05-06
392,생활방범,3,,,,02-2094-0284,37.59761429,127.079422,2020-05-06
393,생활방범,3,,,,02-2094-0284,37.5940361,127.0713806,2020-05-06
394,생활방범,1,,,,02-2094-0284,37.5968132,127.071022,2020-05-06
395,생활방범,3,,,,02-2094-0284,37.59768295,127.0728378,2020-05-06
396,생활방범,3,,,,02-2094-0284,37.59700775,127.0740051,2020-05-06
397,생활방범,4,,,,02-2094-0284,37.59577666,127.0775109,2020-05-06
398,생활방범,1,,,,02-2094-0284,37.59579838,127.0708616,2020-05-06
399,생활방범,3,,,,02-2094-0284,37.59734344,127.0761108,2020-05-06
400,생활방범,4,,,,02-2094-0284,37.61619285,127.0784395,2020-05-06
401,생활방범,3,,,,02-2094-0284,37.6167717,127.0812454,2020-05-06
402,생활방범,3,,,,02-2094-0284,37.61850739,127.0862885,2020-05-06
403,생활방범,3,,,,02-2094-0284,37.61473083,127.084343,2020-05-06
404,생활방범,4,,,,02-2094-0284,37.6174202,127.0819702,2020-05-06
405,생활방범,1,,,,02-2094-0284,37.61621534,127.0799463,2020-05-06
406,생활방범,3,,,,02-2094-0284,37.61597443,127.0837784,2020-05-06
407,생활방범,1,,,,02-2094-0284,37.60921897,127.0811844,2020-05-06
408,생활방범,1,,,,02-2094-0284,37.6101656,127.0794229,2020-05-06
409,생활방범,1,,,,02-2094-0284,37.60877965,127.0808826,2020-05-06
410,생활방범,2,,,,02-2094-0284,37.61558342,127.0872631,2020-05-06
411,생활방범,3,,,,02-2094-0284,37.6182495,127.0845989,2020-05-06
412,생활방범,1,,,,02-2094-0284,37.61422124,127.0737088,2020-05-06
413,생활방범,4,,,,02-2094-0284,37.61345266,127.0728426,2020-05-06
414,생활방범,1,,,,02-2094-0284,37.61304092,127.074501,2020-05-06
415,생활방범,4,,,,02-2094-0284,37.60764694,127.0736771,2020-05-06
416,생활방범,4,,,,02-2094-0284,37.61063057,127.0764832,2020-05-06
417,생활방범,3,,,,02-2094-0284,37.60887909,127.0771561,2020-05-06
418,생활방범,4,,,,02-2094-0284,37.60500717,127.0754013,2020-05-06
419,생활방범,4,,,,02-2094-0284,37.61497116,127.0731201,2020-05-06
420,생활방범,1,,,,02-2094-0284,37.61058807,127.0728683,2020-05-06
421,생활방범,2,,,,02-2094-0284,37.59070195,127.0868494,2020-05-06
422,생활방범,3,,,,02-2094-0284,37.59060287,127.0877151,2020-05-06
423,생활방범,3,,,,02-2094-0284,37.59103394,127.0887299,2020-05-06
424,생활방범,1,,,,02-2094-0284,37.59009933,127.0902409,2020-05-06
425,생활방범,1,,,,02-2094-0284,37.59192276,127.0896378,2020-05-06
426,생활방범,1,,,,02-2094-0284,37.59210587,127.0879364,2020-05-06
427,생활방범,1,,,,02-2094-0284,37.58846509,127.0848522,2020-05-06
428,생활방범,1,,,,02-2094-0284,37.59185028,127.0901184,2020-05-06
429,생활방범,2,,,,02-2094-0284,37.59080124,127.0926132,2020-05-06
430,생활방범,5,,,,02-2094-0284,37.58633804,127.0916595,2020-05-06
431,생활방범,4,,,,02-2094-0284,37.58613205,127.087616,2020-05-06
432,생활방범,1,,,,02-2094-0284,37.58588485,127.0853599,2020-05-06
433,생활방범,4,,,,02-2094-0284,37.59492588,127.0753414,2020-05-06
434,생활방범,4,,,,02-2094-0284,37.60261997,127.0747975,2020-05-06
435,생활방범,4,,,,02-2094-0284,37.60295868,127.0743942,2020-05-06
436,생활방범,1,,,,02-2094-0284,37.60266495,127.0769424,2020-05-06
437,생활방범,2,,,,02-2094-0284,37.59674382,127.0763853,2020-05-06
438,생활방범,2,,,,02-2094-0284,37.59652328,127.0763855,2020-05-06
439,생활방범,4,,,,02-2094-0284,37.6050415,127.0763016,2020-05-06
440,생활방범,3,,,,02-2094-0284,37.5985527,127.074707,2020-05-06
441,생활방범,3,,,,02-2094-0284,37.59725189,127.0786819,2020-05-06
442,생활방범,3,,,,02-2094-0284,37.60084152,127.0751877,2020-05-06
443,생활방범,2,,,,02-2094-0284,37.59812164,127.075592,2020-05-06
444,생활방범,3,,,,02-2094-0284,37.60526938,127.0734721,2020-05-06
445,생활방범,2,,,,02-2094-0284,37.60100937,127.0789642,2020-05-06
446,생활방범,3,,,,02-2094-0284,37.59939194,127.0788345,2020-05-06
447,생활방범,3,,,,02-2094-0284,37.5962944,127.074852,2020-05-06
448,생활방범,2,,,,02-2094-0284,37.60401535,127.0751572,2020-05-06
449,생활방범,2,,,,02-2094-0284,37.59434891,127.0740891,2020-05-06
450,생활방범,1,,,,02-2094-0284,37.60837479,127.0787794,2020-05-06
451,생활방범,5,,,,02-2094-0284,37.61070609,127.0786169,2020-05-06
452,생활방범,1,,,,02-2094-0284,37.61044389,127.0810228,2020-05-06
453,생활방범,4,,,,02-2094-0284,37.61106029,127.0799597,2020-05-06
454,생활방범,4,,,,02-2094-0284,37.61830139,127.0833359,2020-05-06
455,생활방범,1,,,,02-2094-0284,37.61763382,127.0804367,2020-05-06
456,생활방범,1,,,,02-2094-0284,37.61524088,127.0795164,2020-05-06
457,생활방범,4,,,,02-2094-0284,37.61341095,127.0795441,2020-05-06
458,생활방범,1,,,,02-2094-0284,37.61580276,127.0816345,2020-05-06
459,생활방범,1,,,,02-2094-0284,37.61485291,127.080864,2020-05-06
460,생활방범,1,,,,02-2094-0284,37.60914612,127.0804977,2020-05-06
461,생활방범,1,,,,02-2094-0284,37.60742052,127.0811213,2020-05-06
462,생활방범,1,,,,02-2094-0284,37.61329269,127.0786972,2020-05-06
463,생활방범,4,,,,02-2094-0284,37.60653252,127.0805629,2020-05-06
464,생활방범,1,,,,02-2094-0284,37.60645676,127.0798569,2020-05-06
465,생활방범,2,,,,02-2094-0284,37.6073043,127.0803627,2020-05-06
466,생활방범,4,,,,02-2094-0284,37.61214066,127.0785599,2020-05-06
467,생활방범,1,,,,02-2094-0284,37.60905608,127.0791565,2020-05-06
468,생활방범,1,,,,02-2094-0284,37.6144089,127.0793664,2020-05-06
469,생활방범,1,,,,02-2094-0284,37.61762162,127.0781483,2020-05-06
470,생활방범,3,,,,02-2094-0284,37.61975205,127.0844697,2020-05-06
471,생활방범,4,,,,02-2094-0284,37.59935379,127.0765076,2020-05-06
472,생활방범,3,,,,02-2094-0284,37.61820984,127.0871658,2020-05-06
473,생활방범,1,,,,02-2094-0284,37.61819839,127.0806885,2020-05-06
474,생활방범,1,,,,02-2094-0284,37.6174469,127.0782547,2020-05-06
475,생활방범,1,,,,02-2094-0284,37.61540222,127.0800629,2020-05-06
476,생활방범,1,,,,02-2094-0284,37.59150219,127.0841732,2020-05-06
477,생활방범,3,,,,02-2094-0284,37.59122432,127.0785631,2020-05-06
478,생활방범,3,,,,02-2094-0284,37.59207916,127.0790329,2020-05-06
479,생활방범,2,,,,02-2094-0284,37.59194941,127.0863121,2020-05-06
480,생활방범,2,,,,02-2094-0284,37.59047699,127.0851593,2020-05-06
481,생활방범,3,,,,02-2094-0284,37.59098053,127.081665,2020-05-06
482,생활방범,1,,,,02-2094-0284,37.5888722,127.0765064,2020-05-06
483,생활방범,1,,,,02-2094-0284,37.58889771,127.0752029,2020-05-06
484,생활방범,1,,,,02-2094-0284,37.58888966,127.0932895,2020-05-06
485,생활방범,4,,,,02-2094-0284,37.59025955,127.0819931,2020-05-06
486,생활방범,4,,,,02-2094-0284,37.57411199,127.0809314,2020-05-06
487,생활방범,3,,,,02-2094-0284,37.57533638,127.0884181,2020-05-06
488,생활방범,1,,,,02-2094-0284,37.57659531,127.0838776,2020-05-06
489,생활방범,4,,,,02-2094-0284,37.57261098,127.0815775,2020-05-06
490,생활방범,4,,,,02-2094-0284,37.5730629,127.0841827,2020-05-06
491,생활방범,2,,,,02-2094-0284,37.58532715,127.0767365,2020-05-06
492,생활방범,1,,,,02-2094-0284,37.58680725,127.0834885,2020-05-06
493,생활방범,3,,,,02-2094-0284,37.58623886,127.0812759,2020-05-06
494,생활방범,2,,,,02-2094-0284,37.58522034,127.075592,2020-05-06
495,생활방범,4,,,,02-2094-0284,37.57779312,127.0877075,2020-05-06
496,생활방범,4,,,,02-2094-0284,37.57837912,127.0849606,2020-05-06
497,생활방범,4,,,,02-2094-0284,37.57769012,127.0863953,2020-05-06
498,생활방범,1,,,,02-2094-0284,37.57909514,127.0858579,2020-05-06
499,생활방범,1,,,,02-2094-0284,37.58769396,127.1010282,2020-05-06
500,생활방범,1,,,,02-2094-0284,37.58879709,127.0956309,2020-05-06
501,생활방범,1,,,,02-2094-0284,37.59749759,127.1010437,2020-05-06
502,생활방범,2,,,,02-2094-0284,37.59796579,127.1018387,2020-05-06
503,생활방범,3,,,,02-2094-0284,37.60459137,127.1035385,2020-05-06
504,생활방범,3,,,,02-2094-0284,37.59485825,127.102557,2020-05-06
505,생활방범,2,,,,02-2094-0284,37.59651329,127.1010286,2020-05-06
506,생활방범,4,,,,02-2094-0284,37.60202506,127.1101952,2020-05-06
507,생활방범,4,,,,02-2094-0284,37.60621909,127.1057644,2020-05-06
508,생활방범,5,,,,02-2094-0284,37.60212224,127.1081813,2020-05-06
509,생활방범,1,,,,02-2094-0284,37.60123428,127.1047282,2020-05-06
510,생활방범,4,,,,02-2094-0284,37.6007838,127.1020275,2020-05-06
511,생활방범,1,,,,02-2094-0284,37.59827713,127.1060599,2020-05-06
512,생활방범,1,,,,02-2094-0284,37.60202459,127.1011156,2020-05-06
513,생활방범,2,,,,02-2094-0284,37.60157526,127.1012507,2020-05-06
514,생활방범,3,,,,02-2094-0284,37.60439346,127.1059924,2020-05-06
515,생활방범,4,,,,02-2094-0284,37.59863629,127.102733,2020-05-06
516,생활방범,4,,,,02-2094-0284,37.59976257,127.1039261,2020-05-06
517,생활방범,4,,,,02-2094-0284,37.60102844,127.1033554,2020-05-06
518,생활방범,4,,,,02-2094-0284,37.5913478,127.0993414,2020-05-06
519,생활방범,4,,,,02-2094-0284,37.61572266,127.078949,2020-05-06
520,생활방범,1,,,,02-2094-0284,37.61057281,127.081871,2020-05-06
521,생활방범,2,,,,02-2094-0284,37.61823273,127.0817871,2020-05-06
522,생활방범,3,,,,02-2094-0284,37.61352921,127.0814743,2020-05-06
523,생활방범,3,,,,02-2094-0284,37.61799158,127.0833534,2020-05-06
524,생활방범,4,,,,02-2094-0284,37.61862002,127.0841332,2020-05-06
525,생활방범,2,,,,02-2094-0284,37.61773956,127.0813106,2020-05-06
526,생활방범,2,,,,02-2094-0284,37.61289978,127.080574,2020-05-06
527,생활방범,2,,,,02-2094-0284,37.60796356,127.0809937,2020-05-06
528,생활방범,3,,,,02-2094-0284,37.61705017,127.0801295,2020-05-06
529,생활방범,4,,,,02-2094-0284,37.61223422,127.0805815,2020-05-06
530,생활방범,3,,,,02-2094-0284,37.60552597,127.0794525,2020-05-06
531,생활방범,1,,,,02-2094-0284,37.61326218,127.075943,2020-05-06
532,생활방범,1,,,,02-2094-0284,37.61095873,127.0750611,2020-05-06
533,생활방범,4,,,,02-2094-0284,37.60565186,127.0745468,2020-05-06
534,생활방범,2,,,,02-2094-0284,37.61504364,127.0745239,2020-05-06
535,생활방범,4,,,,02-2094-0284,37.61162186,127.0740814,2020-05-06
536,생활방범,4,,,,02-2094-0284,37.60779953,127.0749207,2020-05-06
537,생활방범,6,,,,02-2094-0284,37.60645294,127.0752106,2020-05-06
538,생활방범,1,,,,02-2094-0284,37.61256027,127.0743256,2020-05-06
539,생활방범,1,,,,02-2094-0284,37.6088829,127.075531,2020-05-06
540,생활방범,4,,,,02-2094-0284,37.60949326,127.074585,2020-05-06
541,생활방범,2,,,,02-2094-0284,37.60752869,127.0773468,2020-05-06
542,생활방범,2,,,,02-2094-0284,37.61357117,127.074379,2020-05-06
543,생활방범,5,,,,02-2094-0284,37.60812421,127.0766178,2020-05-06
544,생활방범,5,,,,02-2094-0284,37.60982924,127.0762921,2020-05-06
545,생활방범,3,,,,02-2094-0284,37.60600981,127.0770324,2020-05-06
546,생활방범,1,,,,02-2094-0284,37.6125946,127.0733643,2020-05-06
547,생활방범,3,,,,02-2094-0284,37.60488129,127.0743027,2020-05-06
548,생활방범,2,,,,02-2094-0284,37.60578918,127.0777435,2020-05-06
549,생활방범,3,,,,02-2094-0284,37.60617065,127.0780182,2020-05-06
550,생활방범,2,,,,02-2094-0284,37.60765839,127.0729294,2020-05-06
551,생활방범,4,,,,02-2094-0284,37.61642075,127.0750046,2020-05-06
552,생활방범,1,,,,02-2094-0284,37.61028671,127.0754318,2020-05-06
553,생활방범,4,,,,02-2094-0284,37.60897065,127.0762122,2020-05-06
554,생활방범,2,,,,02-2094-0284,37.61294937,127.0755005,2020-05-06
555,생활방범,3,,,,02-2094-0284,37.61196518,127.075882,2020-05-06
556,생활방범,4,,,,02-2094-0284,37.60837555,127.0731888,2020-05-06
557,생활방범,3,,,,02-2094-0284,37.60824966,127.0776596,2020-05-06
558,생활방범,4,,,,02-2094-0284,37.59048462,127.0891113,2020-05-06
559,생활방범,1,,,,02-2094-0284,37.58666611,127.0860596,2020-05-06
560,생활방범,3,,,,02-2094-0284,37.59194183,127.0886765,2020-05-06
561,생활방범,2,,,,02-2094-0284,37.58786901,127.0934525,2020-05-06
562,생활방범,1,,,,02-2094-0284,37.59093497,127.1039787,2020-05-06
563,생활방범,3,,,,02-2094-0284,37.59471193,127.0981557,2020-05-06
564,생활방범,1,,,,02-2094-0284,37.59103132,127.0962767,2020-05-06
565,생활방범,3,,,,02-2094-0284,37.60213766,127.0905346,2020-05-06
566,생활방범,5,,,,02-2094-0284,37.59868138,127.0850845,2020-05-06
567,생활방범,1,,,,02-2094-0284,37.60111198,127.0952957,2020-05-06
568,생활방범,1,,,,02-2094-0284,37.59950511,127.0896896,2020-05-06
569,생활방범,3,,,,02-2094-0284,37.60046109,127.0890914,2020-05-06
570,생활방범,3,,,,02-2094-0284,37.59761316,127.0832848,2020-05-06
571,생활방범,4,,,,02-2094-0284,37.59794379,127.0845694,2020-05-06
572,생활방범,4,,,,02-2094-0284,37.60153961,127.0893936,2020-05-06
573,생활방범,1,,,,02-2094-0284,37.59405194,127.0866591,2020-05-06
574,생활방범,4,,,,02-2094-0284,37.59287227,127.0866806,2020-05-06
575,생활방범,2,,,,02-2094-0284,37.59362411,127.0872955,2020-05-06
576,생활방범,4,,,,02-2094-0284,37.60046005,127.0997772,2020-05-06
577,생활방범,3,,,,02-2094-0284,37.60379223,127.0993336,2020-05-06
578,생활방범,1,,,,02-2094-0284,37.60021867,127.0977938,2020-05-06
579,생활방범,2,,,,02-2094-0284,37.59995504,127.0965839,2020-05-06
580,생활방범,4,,,,02-2094-0284,37.60377889,127.1005831,2020-05-06
581,생활방범,3,,,,02-2094-0284,37.61770248,127.102478,2020-05-06
582,생활방범,1,,,,02-2094-0284,37.60893716,127.095775,2020-05-06
583,생활방범,2,,,,02-2094-0284,37.61807795,127.1109551,2020-05-06
584,생활방범,4,,,,02-2094-0284,37.60506439,127.0996933,2020-05-06
585,생활방범,3,,,,02-2094-0284,37.60501099,127.0938644,2020-05-06
586,생활방범,4,,,,02-2094-0284,37.60349027,127.0939575,2020-05-06
587,생활방범,4,,,,02-2094-0284,37.60595882,127.0941573,2020-05-06
588,생활방범,3,,,,02-2094-0284,37.61199511,127.0930669,2020-05-06
589,생활방범,2,,,,02-2094-0284,37.60431923,127.0939483,2020-05-06
590,생활방범,2,,,,02-2094-0284,37.60482038,127.0772578,2020-05-06
591,생활방범,1,,,,02-2094-0284,37.57603936,127.0799951,2020-05-06
592,생활방범,4,,,,02-2094-0284,37.59469618,127.0930224,2020-05-06
593,생활방범,1,,,,02-2094-0284,37.58562862,127.0890703,2020-05-06
594,생활방범,1,,,,02-2094-0284,37.59198709,127.0932698,2020-05-06
595,생활방범,1,,,,02-2094-0284,37.60445576,127.1085432,2020-05-06
596,생활방범,1,,,,02-2094-0284,37.58775156,127.0797945,2020-05-06
597,생활방범,1,,,,02-2094-0284,37.61482239,127.0754929,2020-05-06
598,생활방범,1,,,,02-2094-0284,37.57684326,127.0845566,2020-05-06
599,생활방범,3,,,,02-2094-0284,37.57925479,127.0840738,2020-05-06
600,생활방범,3,,,,02-2094-0284,37.58639866,127.0791339,2020-05-06
601,생활방범,3,,,,02-2094-0284,37.58299279,127.0795873,2020-05-06
602,생활방범,4,,,,02-2094-0284,37.59565701,127.0950355,2020-05-06
603,생활방범,3,,,,02-2094-0284,37.59341491,127.0893053,2020-05-06
604,생활방범,3,,,,02-2094-0284,37.60268183,127.0872944,2020-05-06
605,생활방범,4,,,,02-2094-0284,37.58545382,127.0914186,2020-05-06
606,생활방범,4,,,,02-2094-0284,37.5925293,127.0913391,2020-05-06
607,생활방범,1,,,,02-2094-0284,37.58555093,127.0839481,2020-05-06
608,생활방범,5,,,,02-2094-0284,37.58765362,127.0900547,2020-05-06
609,생활방범,2,,,,02-2094-0284,37.58886577,127.0869216,2020-05-06
610,생활방범,3,,,,02-2094-0284,37.58476257,127.087471,2020-05-06
611,생활방범,2,,,,02-2094-0284,37.5933342,127.0919189,2020-05-06
612,생활방범,1,,,,02-2094-0284,37.58638382,127.0846329,2020-05-06
613,생활방범,1,,,,02-2094-0284,37.59140097,127.0915673,2020-05-06
614,생활방범,1,,,,02-2094-0284,37.58964539,127.0881958,2020-05-06
615,생활방범,4,,,,02-2094-0284,37.58496475,127.0902557,2020-05-06
616,생활방범,4,,,,02-2094-0284,37.58417815,127.0931081,2020-05-06
617,생활방범,1,,,,02-2094-0284,37.58293213,127.0900495,2020-05-06
618,생활방범,4,,,,02-2094-0284,37.58105851,127.0926486,2020-05-06
619,생활방범,2,,,,02-2094-0284,37.5894925,127.1005182,2020-05-06
620,생활방범,1,,,,02-2094-0284,37.5871582,127.0951538,2020-05-06
621,생활방범,3,,,,02-2094-0284,37.57694798,127.0876529,2020-05-06
622,생활방범,1,,,,02-2094-0284,37.58972168,127.0984955,2020-05-06
623,생활방범,2,,,,02-2094-0284,37.58336657,127.0912427,2020-05-06
624,생활방범,1,,,,02-2094-0284,37.58840112,127.0998477,2020-05-06
625,생활방범,1,,,,02-2094-0284,37.58773041,127.0974197,2020-05-06
626,생활방범,1,,,,02-2094-0284,37.58098984,127.0903244,2020-05-06
627,생활방범,3,,,,02-2094-0284,37.58117171,127.0897559,2020-05-06
628,생활방범,1,,,,02-2094-0284,37.58391593,127.0905189,2020-05-06
629,생활방범,3,,,,02-2094-0284,37.58246582,127.0842745,2020-05-06
630,생활방범,5,,,,02-2094-0284,37.58196674,127.0952731,2020-05-06
631,생활방범,3,,,,02-2094-0284,37.58090094,127.0878375,2020-05-06
632,생활방범,1,,,,02-2094-0284,37.58889811,127.1005401,2020-05-06
633,생활방범,3,,,,02-2094-0284,37.58543015,127.0954971,2020-05-06
634,생활방범,4,,,,02-2094-0284,37.58396149,127.0900574,2020-05-06
635,생활방범,4,,,,02-2094-0284,37.58375931,127.0924301,2020-05-06
636,생활방범,1,,,,02-2094-0284,37.58882904,127.0986862,2020-05-06
637,생활방범,1,,,,02-2094-0284,37.58947372,127.0987015,2020-05-06
638,생활방범,1,,,,02-2094-0284,37.58926392,127.1012497,2020-05-06
639,생활방범,4,,,,02-2094-0284,37.58276367,127.0867004,2020-05-06
640,생활방범,2,,,,02-2094-0284,37.58626556,127.0962219,2020-05-06
641,생활방범,2,,,,02-2094-0284,37.58180636,127.0910069,2020-05-06
642,생활방범,2,,,,02-2094-0284,37.58343124,127.0900879,2020-05-06
643,생활방범,3,,,,02-2094-0284,37.58358002,127.0889053,2020-05-06
644,생활방범,2,,,,02-2094-0284,37.58082962,127.0949554,2020-05-06
645,생활방범,2,,,,02-2094-0284,37.58716362,127.1016635,2020-05-06
646,생활방범,2,,,,02-2094-0284,37.58908463,127.0975342,2020-05-06
647,생활방범,2,,,,02-2094-0284,37.58817291,127.0978928,2020-05-06
